Date,Open,High,Low,Close,Volume
2018-01-01,214.07283946776434,225.03370561296416,192.95190407856524,209.93428306022466,1671
2018-01-02,311.7347249639284,335.7407882809832,300.73422453012626,307.168997036801,8927
2018-01-03,410.68211402665276,442.2879397576618,397.182335159612,420.12276779881483,2171
2018-01-04,531.6546705017442,564.8382036079339,512.134049641147,550.5833649269754,6591
2018-01-05,654.6806871855532,649.3123746760434,606.1140710986301,645.9002974325086,7342
2018-01-08,748.5780054993504,795.0362423666027,730.4253945716162,741.217558293525,2449
2018-01-09,844.8159489975416,883.3891622812824,850.894403296047,872.8018146036728,3539
2018-01-10,1008.4213443016993,1018.0692489038333,916.2443181064453,988.150509186731,4959
2018-01-11,1073.9251506692544,1136.2019075171165,983.5605598384162,1078.7610214680321,7285
2018-01-12,1209.569227359557,1256.7559094711598,1100.629016553343,1189.6122223397513,6432
2018-01-15,1323.5384556846916,1357.239169861172,1270.1979692826078,1280.343868483502,5260
2018-01-16,1325.7480741524116,1393.8233658891206,1313.6638782490609,1371.029273412097,3361
2018-01-17,1404.900623698641,1531.9127669637749,1407.01633151032,1475.8685188434176,7164
2018-01-18,1580.5178089635833,1632.5028781590947,1475.544276230077,1537.6029139502616,4670
2018-01-19,1620.6902015186242,1758.5766614649942,1501.4722596618865,1603.104557300001,2753
2018-01-22,1725.635003118583,1814.9637215509222,1659.2240380725852,1691.8588067151816,9100
2018-01-23,1831.5097935409594,1935.0508674403811,1687.147472105536,1771.6021843084932,2938
2018-01-24,1934.7516067225004,2021.0219524975018,1712.0223562819726,1877.8871309603987,9562
2018-01-25,2050.054398970456,2075.687000736995,1789.0472209691873,1959.7266494499745,6976
2018-01-26,2038.7807168897068,2070.4897498660503,1937.3944106667802,2031.4805754232686,7588
2018-01-29,2158.307694526247,2304.8505565038367,2147.087684429571,2160.7935508017,9616
2018-01-30,2234.141049308234,2396.9297863699385,2100.2230339163707,2256.278024791969,7304
2018-01-31,2275.981799087957,2499.6684429049596,2326.8712418887153,2357.6285888857274,8345
2018-02-01,2446.7708922438233,2548.1091572673713,2371.829290864935,2429.1336251614584,8875
2018-02-02,2462.0922394583354,2651.3747069574133,2328.826642187104,2518.2459706709546,7633
2018-02-05,2730.8665571322927,2708.1038968323846,2367.9409440234845,2620.464422465152,1597
2018-02-06,2719.8848090850693,2837.5262702156924,2455.1728308634442,2697.444550916706,4062
2018-02-07,2830.999796734153,2860.3721231923387,2728.802186171644,2804.9585112836194,3336
2018-02-08,2850.9762290922354,3125.8783215628387,2661.4145354936672,2892.945737485243,1572
2018-02-09,2853.286070366483,3042.605517005144,2799.303453324341,2987.1118624893775,8521
2018-02-12,2931.0852983298096,3101.2055248308516,2921.8463504871847,3075.0777302447896,7171
2018-02-13,3187.4975970058003,3352.250896249808,3123.940284830182,3212.1232939349684,8097
2018-02-14,3174.2674950380006,3529.875119289166,3018.168535097383,3311.8533494402095,3090
2018-02-15,3426.9277187896014,3539.1157366476355,3189.4158394935257,3390.6991308610914,7566
2018-02-16,3640.7629778848195,3604.2118552959005,3326.5573729345356,3507.1500291031552,5624
2018-02-19,3719.9213170142352,3782.7109968343307,3418.2237458742684,3582.733156103735,2633
2018-02-20,3745.5490461180975,3814.847080901123,3619.9416234662394,3686.91042800383,2517
2018-02-21,3639.4948873643416,4097.329438011326,3437.285452421119,3747.7170255262345,4648
2018-02-22,3959.859958717016,4173.710156960425,3747.7227562599714,3821.1533045482656,2537
2018-02-23,4076.6356979015995,4122.27601653989,3804.5425317875433,3925.090529265648,4137
2018-02-26,3917.312160256956,4172.320399511021,3860.4378937899037,4039.859860865556,7985
2018-02-27,4241.659673330258,4448.7023579871375,4018.7929928416484,4143.287226489356,1097
2018-02-28,4150.4377510222985,4256.544125676733,3991.6124973478445,4240.974260841591,4750
2018-03-01,4466.145315318551,4540.762281033347,3961.4516600326574,4334.952186929805,9535
2018-03-02,4624.434023943741,4553.545041347336,4258.138576143575,4405.3817471224565,9174
2018-03-05,4279.920253349764,4904.396135534768,4277.515915392764,4490.984862954562,9103
2018-03-06,4763.836070777388,4587.271601067756,4416.541840241868,4581.772087535366,6413
2018-03-07,4760.586623913281,4962.898643315208,4391.581016765506,4702.9145320597445,5666
2018-03-08,5037.4738497840535,5166.030296644089,4764.991706244825,4809.786897851113,1610
2018-03-09,4857.469892755347,5110.949378404467,4673.388460433264,4874.526094743858,2727
2018-03-12,5154.041972413311,5023.547089849247,4525.44604053688,4981.007774131755,2854
2018-03-13,4851.295243157571,5566.665561501525,4794.174849938592,5073.306128523428,6055
2018-03-14,5074.77550501452,5427.049037130239,5034.053072893641,5159.767688517309,3324
2018-03-15,5043.7322804196365,5595.800276879384,5163.468930241261,5272.001214294126,6774
2018-03-16,5648.955750856917,5520.215897891883,5120.076539723416,5392.621204744045,7519
2018-03-19,5685.938950565798,5777.714534906027,5453.239595706541,5511.246807126369,2749
2018-03-20,5791.693787897272,5834.548528767554,5184.762313267412,5594.462456661917,1781
2018-03-21,5937.405017377745,5730.881047746437,5353.010350450775,5688.278209144893,8548
2018-03-22,5554.47495265293,5856.422377970346,5736.141366212884,5794.903477772964,7823
2018-03-23,5846.752055917226,6409.730331630638,5853.056303519248,5914.414380315411,3105
2018-03-26,5747.244600419979,6148.838721396655,5816.106727974397,6004.830895558505,4867
2018-03-27,5924.669182852246,6220.064052437824,6015.080087799549,6101.117716025229,8193
2018-03-28,6011.766373299719,6490.975348687645,5615.944836793789,6178.991016545108,5976
2018-03-29,6235.74323795023,6735.923356423941,6170.620338713001,6255.066884063495,3113
2018-03-30,6223.861011547455,6410.78549368372,5938.462779415621,6371.31740051138,6879
2018-04-02,6239.140130101654,6873.277493772397,5964.4856835891605,6498.442201082796,4970
2018-04-03,6377.645803669639,6675.645151619125,6095.214127662599,6597.001998651189,8264
2018-04-04,6480.145089870822,6741.563809362229,6326.117874598503,6717.07265660903,2577
2018-04-05,7147.14743068787,6860.299460745047,6313.295934169914,6824.305377109982,3274
2018-04-06,7090.610482571003,7487.92741251429,6441.819860809362,6911.402982017879,5869
2018-04-09,7346.935401250404,7101.43142595294,6411.504221953749,7018.630894128048,7744
2018-04-10,7106.3097393459175,7181.672104118089,6646.200831645886,7149.391625457367,3426
2018-04-11,7088.021617736841,7566.094505702457,6938.637538135566,7248.675104675168,6546
2018-04-12,7600.1074021311315,8002.8324574311655,6968.057801670349,7379.967977791448,7852
2018-04-13,7298.521903672891,7622.478814914916,6942.343661718614,7427.5730757096535,3551
2018-04-16,7392.665719718483,7862.151593647614,7352.734329714745,7544.011125797158,7411
2018-04-17,7441.232780858881,7676.275845749486,7564.332431526755,7645.752067161921,1007
2018-04-18,7453.151895574376,8087.348447517101,7551.532325826752,7739.771920152604,9087
2018-04-19,7650.635035829974,8294.548621162132,7317.7883295927695,7841.6071356833145,3555
2018-04-20,7787.531509541053,8352.978276353966,7699.91764464937,7901.855757391297,1475
2018-04-23,8136.61353198256,8263.31931410507,7319.261665937833,7997.4623196345465,6416
2018-04-24,7750.080673135513,8360.331736897288,7399.761690155968,8104.604571064781,9676
2018-04-25,7995.78916320856,8321.95807191359,7695.3411238381705,8234.162451959612,8239
2018-04-26,8581.022054063804,8629.112525439929,8163.732402313096,8323.797047594138,7710
2018-04-27,8110.772292499957,8491.278583720004,7773.984879798657,8407.627175536274,6000
2018-04-30,8363.87829971198,9149.013994023713,7701.582997560405,8497.592034664583,5654
2018-05-01,8930.086560310934,9448.432356657597,7867.789688769614,8615.900077018625,9078
2018-05-02,8421.48456111986,9568.620128477498,8599.265749747907,8722.475099211819,7063
2018-05-03,8444.19260621677,9574.170157981443,8489.17412409665,8811.879895136479,3285
2018-05-04,8908.349818433098,9458.180725572958,8255.840474967446,8922.145243798746,6223
2018-05-07,8845.78844686784,9656.554083127385,8622.781887761505,9024.086794785708,7971
2018-05-08,9201.436877092206,9404.236470743703,8711.504026470386,9143.459694596366,4525
2018-05-09,9509.812884412746,9811.583059609726,8911.40607264439,9229.418632718818,3822
2018-05-10,8984.583809643598,9747.661331221365,8607.97646885281,9322.865389786863,5943
2018-05-11,9491.001602269616,9868.843671692583,9287.358324220302,9415.023226724219,7530
2018-05-14,9490.978401761224,10204.561050378352,8830.637009336206,9485.752927761576,1258
2018-05-15,9250.287260423227,9862.082267041616,9298.296346323441,9591.675333302868,1282
2018-05-16,9817.13648602006,10005.296156548557,8742.842697470098,9696.896438746466,2898
2018-05-17,9575.234254505902,10702.870151173162,9182.390979096881,9796.998707879315,5135
2018-05-18,9880.272299671451,9947.925763568652,9250.998416883362,9892.306965211812,7629
2018-05-21,9547.775713062723,10447.88554347432,9509.127455537191,9963.999550370803,4200
2018-05-22,10014.946042467102,10973.461397629164,9123.168557769459,10055.586643915496,6110
2018-05-23,9952.317307237514,10768.173434072518,9935.742301838134,10148.732353584961,8167
2018-05-24,10562.569404891337,10791.808054220322,9432.266401113111,10232.68680820053,1612
2018-05-25,9871.843993639159,10587.43337224665,9995.858561367319,10329.46109396721,1687
2018-05-28,10352.58811154576,10795.837348385483,10232.143936044058,10437.5421111035,4690
2018-05-29,10531.305955132879,11476.329678769887,10111.939063766455,10575.26582912771,9804
2018-05-30,10919.035915287903,11275.932860850673,10402.052848394875,10678.757385384346,3307
2018-05-31,10864.019433651372,11339.001659557533,10419.261651480978,10783.9083931988,8133
2018-06-01,11064.38695435575,10990.786296276612,10181.079966237969,10882.419474883478,7509
2018-06-04,11247.24800921288,10961.585335606938,10734.857993706657,10944.044050577497,6906
2018-06-05,11443.513125892572,12107.760838485268,10264.616259488961,11043.513773068513,3591
2018-06-06,10937.28786005365,11564.858843921056,10666.847249720382,11144.718377267332,8183
2018-06-07,11336.925999151093,11975.251039631568,11006.435853338382,11293.983219517038,6248
2018-06-08,11777.523727041062,11480.932552708493,10682.758335284483,11390.136000221415,9766
2018-06-11,12058.848138468647,12281.486534328022,10694.616948694711,11496.166947068088,6108
2018-06-12,12047.138765861786,12676.827893935544,10968.558853124114,11595.472711673983,4604
2018-06-13,11522.074465442829,12344.021341994217,11459.624336617195,11672.099150921593,1669
2018-06-14,11435.405867512112,11943.708070092613,11712.298637939037,11794.955607211894,5364
2018-06-15,11897.360785997216,12602.824273635946,11368.18887334606,11909.99426786563,8329
2018-06-18,12316.408444165716,12947.409880720845,11618.700431358831,12025.81490680649,2283
2018-06-19,12098.630065635156,12599.701147267224,11990.514465885886,12107.627157710596,1923
2018-06-20,12215.103681372671,13312.224625318957,11132.693543422984,12235.683043929319,2125
2018-06-21,12723.928052350931,13106.022039759957,11362.515518988348,12307.646022673473,2529
2018-06-22,12247.25520725716,13536.194852203504,12057.854928393523,12419.383164549477,9438
2018-06-25,13015.20924505798,13346.513988162877,12341.75905557633,12563.192277065677,4711
2018-06-26,12525.55130453826,12809.373942868728,12462.61789601594,12643.381550563063,9004
2018-06-27,12513.361031165941,13126.356804311274,11987.366801774264,12732.055595971007,7274
2018-06-28,12774.999051590343,13093.033241053043,11665.30302594671,12834.04862327276,4864
2018-06-29,13263.165011335137,14098.544577318464,12197.369065916253,12923.979110190436,8833
2018-07-02,12507.03155389119,13980.951051588427,11993.461922315071,12992.965841569114,7788
2018-07-03,12696.818188587482,13980.035926777065,12166.205845394807,13094.337101065234,1226
2018-07-04,13767.783404994068,13569.556699241264,12873.097006437414,13173.091026790711,1264
2018-07-05,12851.53258911322,13527.02150106804,12054.62591475656,13282.562875403415,1645
2018-07-06,13454.686359503366,14375.108816512015,13133.750922936408,13364.17439071874,8544
2018-07-09,13602.209324344798,14135.05743345264,12722.802604302931,13495.17307881909,6569
2018-07-10,13565.418542899606,13886.119116239859,13030.982704537564,13579.508012972366,3990
2018-07-11,13870.97792767444,14516.178131358502,12428.342198873313,13673.066782648253,3504
2018-07-12,13416.786090927557,13844.954835472397,12875.599220728189,13789.337126995646,1587
2018-07-13,13937.734599556847,14316.945760051703,12602.61566775939,13864.719840666967,5079
2018-07-16,13790.704420570892,14623.808911130758,13915.548431226456,13969.26903935905,4348
2018-07-17,14323.288555876656,14303.965260693492,13823.739250384457,14095.411894444698,7299
2018-07-18,13655.117726046688,15557.854186935474,13397.925929711568,14163.262229753474,4831
2018-07-19,14368.075397920928,14565.27317409979,13159.272163632422,14266.95490692412,9381
2018-07-20,13919.818315962133,14559.498070011241,14276.513224846569,14372.15256280909,2715
2018-07-23,14167.09176026894,14782.666051358183,13538.254395818862,14487.789020244636,7450
2018-07-24,14153.405681617774,15683.037580016768,13341.187438309877,14563.050006027075,6433
2018-07-25,14172.421922286765,15259.438226217064,13997.260277058276,14636.64087376539,2098
2018-07-26,15227.408241425914,15580.903098082938,14664.162952201417,14747.079705077727,8096
2018-07-27,14534.730433093027,14884.224340168934,13373.406596598486,14853.01939854239,3326
2018-07-30,15596.922258036237,15009.531707643957,13818.414167181018,14958.029255549307,7416
2018-07-31,15772.900566806502,15736.592547882876,14972.229847184888,15064.958219739246,7980
2018-08-01,15259.327012476726,16388.701298107273,13895.440421340209,15151.357725307676,7763
2018-08-02,14711.365212056786,16606.523480407734,13903.1667608472,15256.002799250897,2674
2018-08-03,15169.146963220277,15495.061700804512,14701.591684392228,15361.86424871687,8950
2018-08-06,15907.501433262643,16279.217779585957,15234.159399544113,15447.577220356343,9915
2018-08-07,15378.222584010813,17008.151378657076,14769.9739715137,15584.892710579237,7049
2018-08-08,15046.218937098263,16303.268140260252,15685.838312658661,15694.369368997473,2089
2018-08-09,15860.096188706008,17078.813685449055,15264.57963865364,15770.543299053421,5578
2018-08-10,16431.853093614427,16096.032195158961,14412.965104624442,15883.674371226098,1155
2018-08-13,16436.602970766497,17457.461407243463,15952.737823288166,15964.18073782155,2958
2018-08-14,15557.522959299175,17288.205295688276,15127.820955609486,16079.9224298964,7344
2018-08-15,16483.026476095947,17728.347338796822,15048.46594431667,16203.094341476548,6779
2018-08-16,15831.474913402706,17388.665578677315,15566.612638536702,16286.680695109513,7144
2018-08-17,15943.64095806705,17002.146826743312,15264.598855291399,16405.9482176944,6063
2018-08-20,17131.95358760743,18063.535348072077,15005.561142185294,16514.20383623313,4830
2018-08-21,16214.328360500343,17088.9303635789,14969.95596216415,16630.64503943302,9831
2018-08-22,16371.580296787499,17325.587079950663,15845.61029161007,16768.5808990861,7659
2018-08-23,16021.591336750655,18045.49354603359,16588.564944343907,16863.673136766043,1441
2018-08-24,17576.83047384944,18245.702275473443,16223.732596848984,16948.598413478892,7040
2018-08-27,17529.120737096557,18613.657365289968,17029.458090926917,17030.808124886382,6925
2018-08-28,17332.408922255883,17465.00083666933,15893.966187165857,17114.491919187072,8358
2018-08-29,17643.73109025981,18586.53990385439,15974.400793969804,17212.94988499879,5628
2018-08-30,16717.128944399064,18598.91791840687,15864.478069651868,17319.772924495122,7370
2018-08-31,17352.684325666505,17536.470711590908,15968.661901480307,17425.306740481723,1948
2018-09-03,17280.86168042637,18221.111447126714,16287.935425401329,17541.850405462443,9179
2018-09-04,16925.44650445653,18140.96838560045,17276.636563228654,17642.1104433,7115
2018-09-05,17746.533358907218,18312.29657304073,17603.699810504528,17771.181124843148,1459
